address,amount
0x017a906ca66C166391ad6bb5441aF06396d62102,0.0
0x017b37F2485D19B20198B334e14C3EB913335b61,0.0
0x0180E5626e095Aaa085AF046F9aF15cB38583FDD,0.0
0x018111EAED9D8C073F25570a8de1A2003d71304f,0.0
0x01821BE88FCF2b919D1095696A9677B2bd8c2eAe,0.0
0x018291D43C35Bd6B6066Ed00eBfA010db662c554,0.0
0x0183C9bD75783562a84c09954EC36B32bD7c7879,-256.0
0x0184Df2aFB9845c27504419AC7D5eFccaE41B951,0.0
0x0187F0376fD4E2eb21d2839e9A6DE2308b9f330e,0.0
0x018AB96a71d34D1A1909b350c69652263688CfE8,0.0
0x018AFAFA8179F318E6f827DE65aFB89e6E3847bB,0.0
0x01906D9f08FE7cCA5F54ED3C81db9Ce9D40bEC46,0.0
0x01956C84Eb5b86B6517AC7110Cf06aaF09F0c70D,0.0
0x019588DB37E1b99D52A8291564412aC02b34D331,0.0
0x0197E9707cdd8FaCB55478d82b8F15FBb9b24971,0.0
0x0199bab4a3D6409A221A6F8F289ff2Df78B7D0D3,0.0
0x0199cB85736F830bA06A31b62Aa0D4212454c5AE,0.0
0x019B18b4A3D17b457013b489A1E65Ec529e7b917,0.0
