address,amount,event,timestamp,year,month
0x171a2d488C95ec717eA72031A65bEc789bFF4a08,5.216533926668164e+19,Staked,2021-06-30 18:09:57,2021,6
0x135f11a35B740779De673b24545134890f906689,4.51552913609291e+20,Staked,2021-06-30 18:13:04,2021,6
0x3e17fac953DE2Cd729B0aCe7f6d4353387717e9e,7.31255065206122e+20,Staked,2021-06-30 18:18:02,2021,6
0x60CEEf10f9dd4a5d7874f22F461048eA96f475f6,5.132009561507294e+20,Staked,2021-06-30 18:30:18,2021,6
0x415FCE36e2Dc12421F20b93DbaD1dd68bd2F6db6,6.16276738549011e+18,Staked,2021-06-30 18:31:04,2021,6
0x9299B1F1dCAeA700f038C788508952B53d86EeeD,1.1801367668324475e+19,Staked,2021-06-30 18:37:05,2021,6
0x0691f5804d4227925F19b031821b530b48FFf38f,2.4481248507138218e+17,Staked,2021-06-30 18:42:15,2021,6
0x54A33C7d2aD57802330848d2e108013A76BEEAFc,1.996973952110238e+19,Staked,2021-06-30 18:55:37,2021,6
0x532D562bd356E8Bf71099eE074AF2737b0f452b0,6.85473143824056e+20,Staked,2021-06-30 19:12:25,2021,6
0xeA459a5aA7e52F0493eDa1fAaE0B862C51bf40B9,4.012366352824336e+20,Staked,2021-06-30 19:27:50,2021,6
0xD9503cfC6DB6df0A87eF13d30641cF7A8E7680f7,1.6403946322695694e+19,Staked,2021-06-30 19:41:33,2021,6
0x9BE96A6e861D2e5aFF1Fe0738BeD664b6F0B543e,3.14662034450322e+19,Staked,2021-06-30 19:51:07,2021,6
0x3FA756e0b4afCC0f0bFD755281fedF82D92927Bd,7.219878656704851e+18,Staked,2021-06-30 19:56:51,2021,6
0x0b4bE40484f1e1E3Dcd0A704e7fAA3010f5267f4,2.2275268764742943e+19,Staked,2021-06-30 19:57:16,2021,6
0x0bB192E30D1e6f8f2C4aC3fe735475915ba7B866,1.7765611347566723e+17,Staked,2021-06-30 19:59:49,2021,6
0xF3Ae3bBdeB2fB7F9C32FbB1F4fbDAF1150a1c5Ce,9.997942228487447e+19,Staked,2021-06-30 20:07:30,2021,6
0x733DD2E3B0502262572887f2648fe4a288627853,4.635488603533102e+18,Staked,2021-06-30 20:07:53,2021,6
0xdfd6Fe61C2d772c13f8a23502260B80DCBaDa151,3.583296761215293e+18,Staked,2021-06-30 20:10:25,2021,6
0x558F4945326eEE823Fcb1d1FAD268c7e82D6BA00,8.315994154811742e+18,Staked,2021-06-30 20:19:59,2021,6
0xeA139176a8d332EC1fa7D5FC6d0385aE78e16ff9,6.263e+19,Staked,2021-06-30 20:20:09,2021,6
0xD0a846eed558d61E65A3543ACc6B9B46619Cd2CE,1.25e+18,Staked,2021-06-30 20:20:54,2021,6
0xEC6f091113f7feDE818017Abc135870beAdb81ee,3.758e+19,Staked,2021-06-30 20:24:17,2021,6
0x4C3c4654a951dCd4906F8066831f6179c48ce960,9.517890116324567e+18,Staked,2021-06-30 20:24:17,2021,6
0xD0a846eed558d61E65A3543ACc6B9B46619Cd2CE,4e+18,Staked,2021-06-30 20:26:42,2021,6
0xD0a846eed558d61E65A3543ACc6B9B46619Cd2CE,5.051702178758875e+17,Staked,2021-06-30 20:28:10,2021,6
0x726722eFce03BA4cA836485d4567B8114033D89E,3.3206120776631414e+18,Staked,2021-06-30 20:34:00,2021,6
0x7872611e32cc63B184E34419f5793FAed9D1d7d9,6.926559755940502e+19,Staked,2021-06-30 20:35:42,2021,6
0xEC6f091113f7feDE818017Abc135870beAdb81ee,8.902965e+19,Staked,2021-06-30 20:37:14,2021,6
0x028F06bADC36d099BE3D6c17A64c65aA61351772,6.106584225130931e+17,Staked,2021-06-30 20:39:40,2021,6
0xeA139176a8d332EC1fa7D5FC6d0385aE78e16ff9,3.76e+19,Staked,2021-06-30 20:40:26,2021,6
0xf06415C0b9425Aa78ec7b160Dd5943678dB06EF0,9.091109679671909e+17,Staked,2021-06-30 20:41:25,2021,6
0xeA139176a8d332EC1fa7D5FC6d0385aE78e16ff9,8.7693e+19,Staked,2021-06-30 20:42:31,2021,6
0xA42830eE059c77cAF8c8200B44AA9813CB0720c5,1.727182017189665e+20,Staked,2021-06-30 20:52:52,2021,6
0xC17Ed9C9Ce53C1B454f245fE2D05a9Ae3aA26Db9,5.210335115932511e+19,Staked,2021-06-30 20:55:47,2021,6
0x6C1527F7bbA6EFC5526A9cbA3d28528f29Ae9e89,4.25e+18,Staked,2021-06-30 21:10:10,2021,6
0xEB0a85184F23D325593a5dF0DB3b82E823b52ff3,2.1153605323123397e+18,Staked,2021-06-30 21:10:56,2021,6
0xAE411e9Bd955ADBe218c7e364b7fbd6681B98B6B,1.263261395715085e+18,Staked,2021-06-30 21:10:56,2021,6
0x6C1527F7bbA6EFC5526A9cbA3d28528f29Ae9e89,1.3116408034233356e+19,Staked,2021-06-30 21:14:16,2021,6
0x45244757A5b190b2Ee1dd93a5E282b13b34c6508,1.3670327489773635e+20,Staked,2021-06-30 21:14:31,2021,6
0x50D9655B487FEd4ec1545C6101e7D921601c34e7,1.8637489639734907e+19,Staked,2021-06-30 21:15:00,2021,6
0x195A4076B4734A56d2BA31DB481cCf683d48CBE7,4.1482056841275617e+18,Staked,2021-06-30 21:18:14,2021,6
0xfEC7A93135EF88ee535B7Ad9bD28B2a0C345af0e,3.21848297714457e+19,Staked,2021-06-30 21:23:26,2021,6
0xE76C8621f93fB97Ee281fDc15CFED94F59bEc769,3.977e+19,Staked,2021-06-30 21:25:58,2021,6
0x50729246D44Ad421Ac22ADFc339E0F2B79239dE1,3.557268246887683e+18,Staked,2021-06-30 21:26:57,2021,6
0x981ed4fde362c387E54AAC6Cf432d6283f35AFDf,1.0942357733427145e+19,Staked,2021-06-30 21:28:13,2021,6
0xE76C8621f93fB97Ee281fDc15CFED94F59bEc769,2.0001791696448123e+19,Staked,2021-06-30 21:29:57,2021,6
0x9A6da6d3c6eb7C2DacFC66bc82017c766634824b,1.4193912837296374e+19,Staked,2021-06-30 21:33:16,2021,6
0xcE17a7F6eaeae4a4C25f81785877e416769D378E,1.317100730668497e+19,Staked,2021-06-30 21:41:20,2021,6
0xFc0Aa480e886720b57c8638768475e76F2bA4876,3.666778156763675e+20,Staked,2021-06-30 21:42:11,2021,6
0x667e89535f11505A85DD5429Ece483F268685971,1.0940262614487251e+20,Staked,2021-06-30 21:55:12,2021,6
0x2E7CCfe501A2208A1c97703cB989586b8eFb12d1,1.0991948880628832e+19,Staked,2021-06-30 22:02:29,2021,6
0x4A7998DF2Cd16815271bb6b7d3aE7EB30f50a73a,1.22196159754447e+19,Staked,2021-06-30 22:04:52,2021,6
0xed3a09a236687382D7FD8293f31eE51c30B96993,2.5938874802049116e+18,Staked,2021-06-30 22:04:52,2021,6
0xbD9c42Fb5f85Bfc21E7dD520cd52b9Fa6D26fba8,9.993337781092143e+18,Staked,2021-06-30 22:11:19,2021,6
0xC026113af0f2eb520b05ef1790CCB3D7C772A3d9,2.59343973806212e+18,Staked,2021-06-30 22:18:34,2021,6
0x173507742563BcB3dC67Ec80B1F5757FF9747E69,1.4564886461650017e+20,Staked,2021-06-30 22:18:52,2021,6
0x3432F2E175B57c904058A90528201280414eCce7,1.1420745915714935e+20,Staked,2021-06-30 22:28:43,2021,6
0xf5f259b9406Da00048194A651D2D507a61537fB7,5.778156429904483e+17,Staked,2021-06-30 22:37:48,2021,6
0xB0116f1d9c0FC6304A7F016807b39b2845272800,2.5687230452297216e+19,Staked,2021-06-30 22:42:51,2021,6
0xb51694051d0294EccDa91b62B05c7637B5bF348B,3.48622632725683e+17,Staked,2021-06-30 22:45:07,2021,6
